,path,image,folder,red,green,blue
19,/data/coursera/images/sunsets/ANd9GcRdsHi_PwhUF3-9lVHHCy5COZoLwJAOYU80b1FWhC6IkwDNMbNB0A.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.44375077620466963,0.28079071969696967,0.29178294212617983
20,/data/coursera/images/sunsets/ANd9GcSHnEuQVIA8JxsVb_d09QJOt3bKqK75jZFyJVjp_RNi0YOx8Wv_og.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.41808657786885245,0.26599478390461995,0.21082495032290113
21,/data/coursera/images/sunsets/ANd9GcRn1a0FRSODbYAlzwMTd0VfIzbftWztX1-M38i-lwZ3hK4E2AYJ-Q.jpg,"Height: 184px
Width: 275px
Channels: 3
",sunsets,0.2894921103013834,0.14185438796936758,0.01402436388339921
22,/data/coursera/images/sunsets/ANd9GcRZY5x07-GUlyC9JOYmwnkwXa4LbP9jKiquDZX-7eNfCgQPusNfUg.jpg,"Height: 128px
Width: 250px
Channels: 3
",sunsets,0.60682666015625,0.4133173828125,0.414274169921875
23,/data/coursera/images/sunsets/ANd9GcQY71eLp6Z3qb-m8QiW-urhxVeKhGpC_JFqgWDwtuM27BeMyW-w.jpg,"Height: 168px
Width: 300px
Channels: 3
",sunsets,0.6595779854910714,0.4518341548859127,0.480988033234127
24,/data/coursera/images/sunsets/ANd9GcQYXnPhvKwOXyzG0U0XULdrnt0enuJADhuDuo1UWMFA2jV4lUu6.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.47683067871336315,0.2671477583209141,0.3579699919274714
25,/data/coursera/images/sunsets/ANd9GcQj3sU9Gf4MfBQaOnrpAFByyMZqWuhONdRfC-TNPTofV8S21BgtYA.jpg,"Height: 299px
Width: 168px
Channels: 3
",sunsets,0.6724851377110208,0.4807750630822981,0.13672116068940118
26,/data/coursera/images/sunsets/ANd9GcQQu3ojtg_WSsdPM6X4iNaoejKW58tJmz8gEwBegOmmTAwQ8CXmaA.jpg,"Height: 168px
Width: 300px
Channels: 3
",sunsets,0.4652632843501984,0.24094974578373016,0.08181206597222222
27,/data/coursera/images/sunsets/ANd9GcRiVGX2-ar-hH2D8GAXCxLT_uW2pQSTLut9T-sF9ITJ6y9u3S0Vcw.jpg,"Height: 177px
Width: 284px
Channels: 3
",sunsets,0.3818773561211904,0.44445762898364766,0.45318032843956396
28,/data/coursera/images/sunsets/ANd9GcQtFjZzNBLOpzTLyt7eWW7hTIvZQni8UbHZfJjiRXohldnMmgsN.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.5498773596621958,0.3914049304520616,0.4464880619721808
29,/data/coursera/images/sunsets/ANd9GcS6UV30PMi6vrUMsUt80oW_24U0V3ss_z-qeHj1G4RDjEOntSwW.jpg,"Height: 194px
Width: 259px
Channels: 3
",sunsets,0.7224544304521753,0.20045983137961232,0.3033080369581658
30,/data/coursera/images/sunsets/ANd9GcTi_xqhKxHngomZxpQOSqzLUMhy1S1qfPEWTcbN3aXL7HK7SMQNrw.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.7730481557377049,0.5702365095628416,0.3133903843765524
31,/data/coursera/images/sunsets/ANd9GcR_09vZLKNYUkOFtc1y_rkzMOpO0e6VS0QaSqDNnz0O1i5QVi3t.jpg,"Height: 168px
Width: 300px
Channels: 3
",sunsets,0.6954009331597222,0.3463899739583333,0.07531722780257936
32,/data/coursera/images/sunsets/ANd9GcRdZd6pv8D7DBPRZAO9tXy-HAyGSKcZg6Ebbs7l3i5xCfgu-YSC.jpg,"Height: 168px
Width: 299px
Channels: 3
",sunsets,0.4958762436046743,0.15549716502926422,0.06567814403666986
33,/data/coursera/images/sunsets/ANd9GcR04DFOem_nOZbkjwX_3BDAXtiPmF3mag5mwdlwAnZH5ceFmGoh.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.40028882575757574,0.35605975223546943,0.35737549677098857
34,/data/coursera/images/sunsets/ANd9GcQMLiOIwamPqz4FKFXyUH_hf2bstJvVft__uyvyFNzb5b9lyA5A.jpg,"Height: 168px
Width: 300px
Channels: 3
",sunsets,0.5428369140625,0.356715339781746,0.3182941158234127
35,/data/coursera/images/sunsets/ANd9GcSDEFQ_-wH3RCUKLylXnAIruTB9FArzxn68LD0_yuTQApnNBC20.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.6192816225782414,0.5714173497267759,0.5691100037257825
36,/data/coursera/images/sunsets/ANd9GcScNyrHeWLvH7am0TpltiEEJ9CosecsRC1wSlVBTqz9iswJOLjJDw.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.5155214542970691,0.5227773379284649,0.5347281731246896
37,/data/coursera/images/sunsets/ANd9GcTWXsYFNN0fYA2QetcrF1Irx330m11oMNQOS8Qai34ArGDUROO0.jpg,"Height: 168px
Width: 300px
Channels: 3
",sunsets,0.4428845021081349,0.1577876984126984,0.05480174231150794
38,/data/coursera/images/sunsets/ANd9GcSe81J9HiRw_02Hlgf3Wg5cjEPKPJLC7zYU5ofEwPkuJ4oqRRS9.jpg,"Height: 177px
Width: 284px
Channels: 3
",sunsets,0.41281893115401447,0.2600799558118485,0.29171950843478955
39,/data/coursera/images/sunsets/ANd9GcSdNeOBQTNbqPuEk5U-TVs8Dln66ujCasf11N1ieUHiEPV2TRVBpw.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.5087436351217088,0.3102658500993542,0.4371663096125186
40,/data/coursera/images/sunsets/ANd9GcS59y5m6MmNqym00PBKNjDPqmpMy8obOLBuOcUAVTanZZOJxt9W.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.5092896174863388,0.20259035022354693,0.3337617206905117
41,/data/coursera/images/sunsets/ANd9GcScj81Z5hZTG1IOjN6e7HjbAm8l0y8s8biNFDUdn2cwthi9UBNl1Q.jpg,"Height: 177px
Width: 284px
Channels: 3
",sunsets,0.5915654591390149,0.18700748363770192,0.042252044665592424
42,/data/coursera/images/sunsets/ANd9GcRk42vFH08TygmvldqZ1IEDPcHIxR_Ilcn88iTXx9PEhjGxfAre.jpg,"Height: 177px
Width: 284px
Channels: 3
",sunsets,0.5435462017337074,0.24876971930452774,0.25551326141879527
43,/data/coursera/images/sunsets/ANd9GcTpv1GoGEC6n0DBYdJavt99lKiEXEv9SE4DoedkF-LGBncy8v3G.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.4716129533035271,0.2368323087431694,0.2087737518628912
44,/data/coursera/images/sunsets/ANd9GcT64JvuOrtwaH6zF_kWoNhfV3lXS85A9fANobbt0p6SrDMThKFClg.jpg,"Height: 186px
Width: 271px
Channels: 3
",sunsets,0.4382634879776217,0.32294991233682496,0.2492565834176487
45,/data/coursera/images/sunsets/ANd9GcTHndsUHJHc03mGWbCfZeXjOkDIY2kLmyOSGDAQamV7aQJ-Nqy0jQ.jpg,"Height: 184px
Width: 273px
Channels: 3
",sunsets,0.5855616657459388,0.37692598530319316,0.21306559439202102
46,/data/coursera/images/sunsets/ANd9GcQWa02JP_-LQNysjkhufzln-sL3QPj_ka__scvNWd0ibnt1EPSb6w.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.48312779433681075,0.4077181135121709,0.3551571814456036
47,/data/coursera/images/sunsets/ANd9GcSOBwVrU-cVKExiQEgNWziiFSF5MU8MsWXdcC_jAgTpwsBiRpWU.jpg,"Height: 194px
Width: 259px
Channels: 3
",sunsets,0.36476823092883015,0.10115419635393862,0.11500386846714167
48,/data/coursera/images/sunsets/ANd9GcQk-WeL6N3tb6a79QiUQs-dDp-PI_Ye7dHviKjJAoj-IvN69rQiDg.jpg,"Height: 177px
Width: 284px
Channels: 3
",sunsets,0.25279276515377574,0.2819982549783162,0.2774258101575555
49,/data/coursera/images/sunsets/ANd9GcRuM9jj0NZmoAvB5jMOtCg01f-Ng27IjKjCMX_1cqa9rKk4gqOt.jpg,"Height: 194px
Width: 259px
Channels: 3
",sunsets,0.4138746741034112,0.44157938256279106,0.43546423471520124
50,/data/coursera/images/sunsets/ANd9GcR2xvU0J9rTDVrcFAgtfar2iSk0ENuCgsH7KRmN9Uf6BR-S-GZujw.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.44376001304023843,0.2670364505712866,0.07387815139095877
51,/data/coursera/images/sunsets/ANd9GcRctsS1SN9Kvcp1j5iMjih4jv9JrbL5xCHMSWSW0na76Q7bQovw.jpg,"Height: 194px
Width: 259px
Channels: 3
",sunsets,0.45243993302949487,0.3105960082643395,0.2578241613760299
52,/data/coursera/images/sunsets/ANd9GcT0shDIioVJO9-VH7VvwB-h6raUNYztF8e6BTmCuVG-v2MvEsz_Xg.jpg,"Height: 168px
Width: 300px
Channels: 3
",sunsets,0.5794314236111111,0.3783672030009921,0.25107530381944443
53,/data/coursera/images/sunsets/ANd9GcRRf0d8e7GZfwKAl8BiMqwj74Z24gerEfmTML_Kz8s2_PyMMGXADg.jpg,"Height: 275px
Width: 183px
Channels: 3
",sunsets,0.4664658625186289,0.16041860717834078,0.3405477676353701
54,/data/coursera/images/sunsets/ANd9GcTohz4jLZMHwLOnwnUFl5wLgEPd89_DincOcBDGmKMNx8Und-JTgQ.jpg,"Height: 183px
Width: 276px
Channels: 3
",sunsets,0.5147275555357567,0.5142236130909955,0.5410763362982102
55,/data/coursera/images/sunsets/ANd9GcSfgH0w3HIR0J7yhFdTrWai5f3K2dM7gJJWp79vl6gylwCwXYZXng.jpg,"Height: 174px
Width: 289px
Channels: 3
",sunsets,0.384980101320447,0.3635140589577616,0.2859663816718371
56,/data/coursera/images/sunsets/ANd9GcS97_PhVMp6bDW3-VBEv0_dRP1804uXcZa4oPGmc2MGHKO23DkKAg.jpg,"Height: 159px
Width: 318px
Channels: 3
",sunsets,0.6718417796467703,0.5658906392152209,0.5839545539387286
57,/data/coursera/images/sunsets/ANd9GcSlo6r4Qa6Xnfj6t0gXLugxCbGQEz8dhq8kWFchwLZTlrR_JBJGFQ.jpg,"Height: 300px
Width: 168px
Channels: 3
",sunsets,0.6301920572916667,0.3822457837301587,0.16380564856150795
58,/data/coursera/images/sunsets/ANd9GcS3jzoIsv2p_HUHs73YnXUPLV7Mt2TPFz1y0sMga1R78Do0300w.jpg,"Height: 187px
Width: 269px
Channels: 3
",sunsets,0.44301920983837945,0.2727710698169095,0.08062640399180963
59,/data/coursera/images/sunsets/ANd9GcTIozvbWNOTPiQ6c4VRIZ7t9u-I9EXD1l1eAAaO1iCTlG4nrdIBlA.jpg,"Height: 183px
Width: 276px
Channels: 3
",sunsets,0.37774948708620415,0.12636039711530847,0.09287204502257068
60,/data/coursera/images/sunsets/ANd9GcTk_Y-Gwpbse6DT0TDV4dYWLZaybJkGT8F8az_xmuZ-Vc83Y6Oz4A.jpg,"Height: 177px
Width: 284px
Channels: 3
",sunsets,0.4912938524508634,0.3359291851923689,0.23982096587292115
61,/data/coursera/images/sunsets/ANd9GcQZ6ZKxfRN7ixcj1cwdMHJP1cSKmtpa090W8cikckkYiZAeFl8Q.jpg,"Height: 168px
Width: 300px
Channels: 3
",sunsets,0.3794658358134921,0.20009362599206348,0.2385254681299603
62,/data/coursera/images/sunsets/ANd9GcRScYWqbMMB9bj6yLEDc9sVBhKuLpkGX6XDlXUIDvVKeARTMG5V.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.6230137698708396,0.37070417287630403,0.11040246212121212
63,/data/coursera/images/sunsets/ANd9GcQa35xTzYNjAQNDmtLwFeDlzmWaIo8FCdO2s5vDLJg0UEMyb7DN.jpg,"Height: 174px
Width: 290px
Channels: 3
",sunsets,0.3351016739744352,0.3712885980231867,0.48520672314704716
64,/data/coursera/images/sunsets/ANd9GcT1lcYtmDTsCb-WwpofjsIne3AWkAd8WDz1328UOGizlxjdKIFq.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.3095446783407849,0.3781423093641331,0.33539842585692997
65,/data/coursera/images/sunsets/ANd9GcSKElB-04bh4dpM1nCtbyvAfZIeEvdx0QJWr0eQ-zOG5Jxopx-d.jpg,"Height: 194px
Width: 259px
Channels: 3
",sunsets,0.5859629995422522,0.2674805581538829,0.17581724478067906
66,/data/coursera/images/sunsets/ANd9GcSgx8rNDq8i6vN1LZJFdDBumHD6XgQyyZOhzCr2cl9Rcq59bZPd.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.2863882420516642,0.27902857985593643,0.3300316691505216
67,/data/coursera/images/sunsets/ANd9GcQaMTGizr08BdDihGFW22sxHyZUFZazT0-DhlYUjZLceKYUv87Jvw.jpg,"Height: 180px
Width: 279px
Channels: 3
",sunsets,0.4645377526383911,0.19990510503783354,0.4091432851702509
68,/data/coursera/images/sunsets/ANd9GcT23Os5u_Nm5DMZ6yW0YsYDIMsx720OrxuzF_oGvPbGRo3nXc1u.jpg,"Height: 179px
Width: 282px
Channels: 3
",sunsets,0.29415622585581835,0.21564414509786442,0.2144307452008796
69,/data/coursera/images/sunsets/ANd9GcTHq57PL5KvIcXl6_vjFHO4s-Vyh6rIPNMx9gZxdz1aZleh6Ssa.jpg,"Height: 168px
Width: 300px
Channels: 3
",sunsets,0.41524677579365077,0.5358323257688492,0.5024958922371032
70,/data/coursera/images/sunsets/ANd9GcRBaacedfTfxlzjyPY2HK0HOJKXVMWRMzlbYt1QcyI1xoWXkpXeMQ.jpg,"Height: 300px
Width: 168px
Channels: 3
",sunsets,0.5312770492311508,0.4251651630704365,0.29717347160218255
71,/data/coursera/images/sunsets/ANd9GcSYhWwY-sXem8YVU3PknNC4UCRRMuLmgOlfSptznw2Hk9CY1AOT.jpg,"Height: 275px
Width: 183px
Channels: 3
",sunsets,0.6215222925981123,0.4509850813462494,0.5211454452309985
72,/data/coursera/images/sunsets/ANd9GcQkM2nQvq8FPmcA-T6DchVkGohw-sp6KbqMaTtFds61p_0-rLgzQQ.jpg,"Height: 171px
Width: 294px
Channels: 3
",sunsets,0.2902993936975375,0.1844621163523889,0.20746628786748617
73,/data/coursera/images/sunsets/ANd9GcR-YX1KgguWCg0MNxzSDxogqGBxOVyTFN2SseQWX-8gK62MN83xVg.jpg,"Height: 276px
Width: 183px
Channels: 3
",sunsets,0.5540094669408806,0.29585288469153403,0.19631504848241862
74,/data/coursera/images/sunsets/ANd9GcTX5X9PZ2f1sDudW9vPLXoKL5ckSNrJS7fu0uui1Y9EhA7v-vC2.jpg,"Height: 168px
Width: 300px
Channels: 3
",sunsets,0.4353533451140873,0.30903173053075395,0.27868714347718254
75,/data/coursera/images/sunsets/ANd9GcQV2VuOnacUOwUZ8vqvSL4uaLLntgTRqnPo8bjV-npkgItZXaRK.jpg,"Height: 179px
Width: 281px
Channels: 3
",sunsets,0.4026751277361379,0.3563563328793813,0.3469434811079743
76,/data/coursera/images/sunsets/ANd9GcQPtkSzAaqQJIoHlwwmjZeFef_RukkLkxfaJzTkNtMXfuYYU3hl.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.4165913748137109,0.18831610158966716,0.10185862208147044
77,/data/coursera/images/sunsets/ANd9GcRhL1IJeKEURBZpbP2shUQ41xrIYryPtDFsg2yKno4FawMshPGRkQ.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.6081169274714356,0.4261540611028316,0.3958324795081967
78,/data/coursera/images/sunsets/ANd9GcRhF0P5E1Y-F8FHhHkHJa0ec1y4fa78ywBE7Mu68NJWXMP9RbqXRg.jpg,"Height: 277px
Width: 182px
Channels: 3
",sunsets,0.5310973576288333,0.21641643132364025,0.095465948198913
79,/data/coursera/images/sunsets/ANd9GcTPV9Ybox40SXw4rpACDUZ1EBynvRVJnunalJNcDijCI0FavvPy.jpg,"Height: 194px
Width: 259px
Channels: 3
",sunsets,0.4086701242387454,0.3753272182113999,0.34539860760060503
80,/data/coursera/images/sunsets/ANd9GcSzRSJPYL2agiGFcgon1F-ONbwMbCQh2RtxPODhDybW7hwSAxJA.jpg,"Height: 205px
Width: 246px
Channels: 3
",sunsets,0.19772340682629388,0.18219019556811422,0.17801810678167757
81,/data/coursera/images/sunsets/ANd9GcQyjcRGJits5hRypGoCs9BLBScDCm34YsPINciwlNnDod7lWuSJ.jpg,"Height: 177px
Width: 284px
Channels: 3
",sunsets,0.3766297022956951,0.16816783913225114,0.46518939733030956
82,/data/coursera/images/sunsets/ANd9GcRk05mYkqARwt87BQNGJ20BNbd4fb_eaAFd1_hval70sa7P_KomMQ.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.30098057935916545,0.13547014716840536,0.25715831470442124
83,/data/coursera/images/sunsets/ANd9GcQXlNshRcQ7WX_PrDXQw9esYY8MKy7Wmacg39HEEDp4N2FSsUWw.jpg,"Height: 168px
Width: 300px
Channels: 3
",sunsets,0.6486141338045635,0.45032149057539683,0.3012353515625
84,/data/coursera/images/sunsets/ANd9GcQ-6pQo9fg5S5QMcV8N8J54yYqrubYCWw-bq4-Da1Ku1hkEJEO3.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.8271469821162444,0.6531869411326379,0.43299304520615994
85,/data/coursera/images/sunsets/ANd9GcQgCTRJROBCiF-kcOxAmwiKnb0UkY3aqtQOCPvuvoLOVwKXZqkw9A.jpg,"Height: 183px
Width: 276px
Channels: 3
",sunsets,0.3836793954670547,0.48313703089114596,0.6196284035449829
86,/data/coursera/images/sunsets/ANd9GcQVSV4PiEMenWys7kH1QVPmpbV43zbfTdu9-hWbVfpeAxbq8XVQEw.jpg,"Height: 185px
Width: 272px
Channels: 3
",sunsets,0.24105870863970588,0.14494128204491255,0.10049464676073132
87,/data/coursera/images/sunsets/ANd9GcR1ZoGvVPetGeDhINF9g8ycjdvPYWiGSduJNTFLakwsET9Y9CJR.jpg,"Height: 168px
Width: 300px
Channels: 3
",sunsets,0.46169728112599207,0.23301478794642858,0.05637369791666667
88,/data/coursera/images/sunsets/ANd9GcS5RMMQsu9ognNCUVV-eROtdtRFWB_2r0NcIS5Z9Qee7v9dha2n.jpg,"Height: 158px
Width: 319px
Channels: 3
",sunsets,0.603877636304115,0.4613328371145986,0.3846076761586842
89,/data/coursera/images/sunsets/ANd9GcRmGhuHn7UQfIpL0Q8mdNb_L1pNH1NgSIKnT-3ypcTGvAfvlB7C.jpg,"Height: 185px
Width: 272px
Channels: 3
",sunsets,0.4729475109300477,0.09623029796800477,0.10257640165441176
90,/data/coursera/images/sunsets/ANd9GcQBQJncxQKcm335M26pQvhSqS9tPq9BMQFzrn8tOXKhpOrqYi071w.jpg,"Height: 183px
Width: 275px
Channels: 3
",sunsets,0.3715135214853453,0.41219184674615,0.47700431569796325
91,/data/coursera/images/sunsets/ANd9GcSB33ZBKEQhT7tZCua7rhuHepu2i0tgPIKYpDsuF8rJOHs-9b4MBA.jpg,"Height: 177px
Width: 284px
Channels: 3
",sunsets,0.4598728160808069,0.19816370193264105,0.5302883575286464
92,/data/coursera/images/sunsets/ANd9GcQtEAQ5WEY6aiaaPCPHFZk4z0NGd6oZ5Te_nZHDckoqsLlr4QKz.jpg,"Height: 183px
Width: 276px
Channels: 3
",sunsets,0.5279985812891027,0.388483089931298,0.3092145520264117
93,/data/coursera/images/sunsets/ANd9GcTAC2Eb-Aq_weA9-P17L26UZgQ0wZoatyJFQIDqKNlSN3Zph9jG.jpg,"Height: 177px
Width: 284px
Channels: 3
",sunsets,0.6283844375397868,0.38676809488640884,0.20716475317299277
94,/data/coursera/images/sunsets/ANd9GcRkvq_jSrRFA3ZIDA2Nd_zP9VgetqlJyACwdyF8UdIVRmoPTreFZg.jpg,"Height: 180px
Width: 279px
Channels: 3
",sunsets,0.5604716590750697,0.19648390830346477,0.03595010080645161
95,/data/coursera/images/sunsets/ANd9GcRHWdFeoQcQT5A4iWGdiNyKw9_WLEn6Yvjz0yjh2-4tuw6Yd9Bh.jpg,"Height: 194px
Width: 259px
Channels: 3
",sunsets,0.6521867101361303,0.35566536079986466,0.14463682432432431
96,/data/coursera/images/sunsets/ANd9GcSo6l5a9PEDX1fWvW1TkwLXT6RCJMKaUCv8i-r-UAAyr06WHeWsjA.jpg,"Height: 276px
Width: 182px
Channels: 3
",sunsets,0.4534243143066173,0.24967914501712057,0.44494280911570316
97,/data/coursera/images/sunsets/ANd9GcSRb3OXTt69DIbG0ZDr9WhjwE9LBrZsgE5eqcOzlzJ0-0zDoQpw.jpg,"Height: 164px
Width: 307px
Channels: 3
",sunsets,0.19400325298422977,0.1981743006177008,0.41848088864006516
98,/data/coursera/images/sunsets/ANd9GcRZ6t5IILMj0_bEoTaT8TOnR-0nRMvsdBab7KjEIqwokBxRH23BJQ.jpg,"Height: 168px
Width: 300px
Channels: 3
",sunsets,0.5126989552331349,0.32213898189484125,0.39456876240079364
99,/data/coursera/images/sunsets/ANd9GcRD94TAbd4Pw_uLY2nleDbKnjOAoRrDpt5VxTma-XF0nZcykJJ5pg.jpg,"Height: 194px
Width: 259px
Channels: 3
",sunsets,0.6040952731311945,0.41497092119273177,0.3712759784360944
100,/data/coursera/images/sunsets/ANd9GcQ-LMF6HugDQXa53SIoj6Vy-hc27j4ZGBnzYwO4gsCJIVSIPnXM.jpg,"Height: 165px
Width: 306px
Channels: 3
",sunsets,0.24621366854822738,0.24621366854822738,0.24621366854822738
101,/data/coursera/images/sunsets/ANd9GcT4gK4Rv_Tl3w22N5px0ssC8Eu6vj1nXJ-_-7KHpFC4CiEqwAGH1g.jpg,"Height: 183px
Width: 276px
Channels: 3
",sunsets,0.5802960669596896,0.38228953210382516,0.24992405287281222
102,/data/coursera/images/sunsets/ANd9GcS7i2pyRqUqOrA05QkoLLsk0X0Fw0zqx0VGXESNgB9r247-ZlpU.jpg,"Height: 177px
Width: 284px
Channels: 3
",sunsets,0.5594263963903477,0.373239980579096,0.3214872968389433
103,/data/coursera/images/sunsets/ANd9GcQL_1nrlxymSF09n8ilgnqCn6SijOauuoDMh2JiAsSeU5zhhagJ.jpg,"Height: 194px
Width: 259px
Channels: 3
",sunsets,0.6562672588365243,0.3774221455439239,0.14377326055805437
104,/data/coursera/images/sunsets/ANd9GcTwXuk73vUKQiOdmAiXeh5-snFiHTLRrrEDQw_esvgJYhaN5PiWpQ.jpg,"Height: 183px
Width: 276px
Channels: 3
",sunsets,0.5604809046339194,0.38123377422883503,0.4544812207967055
105,/data/coursera/images/sunsets/ANd9GcSbpe_nCVA_QeLFWoHSy3LzbD3bfkpeC1Ez8WbT29jQF0bd1iU0gg.jpg,"Height: 157px
Width: 321px
Channels: 3
",sunsets,0.5044367255243367,0.4663631701787805,0.479623275566998
